name,드라마,액션,코미디,스릴러,범죄,모험,로맨스,애니메이션,미스터리,SF,판타지
호준리,94,91.0,91.0,80.0,82.0,85.0,81.0,74.0,NaN,76.0,78.0
스웨거,92,93.0,91.0,86.0,84.0,81.0,76.0,NaN,NaN,78.0,78.0
AVECJUEX,91,94.0,84.0,83.0,85.0,88.0,NaN,69.0,NaN,79.0,78.0
이서형,93,90.0,87.0,75.0,NaN,90.0,80.0,91.0,NaN,75.0,85.0
jh,94,92.0,86.0,83.0,86.0,89.0,79.0,NaN,NaN,77.0,79.0
박지수,93,92.0,88.0,84.0,86.0,86.0,NaN,80.0,75.0,80.0,80.0
펼쳐진일기장,95,81.0,91.0,NaN,79.0,75.0,87.0,85.0,NaN,NaN,75.0
SEMISTARK,92,92.0,89.0,84.0,83.0,88.0,76.0,78.0,NaN,81.0,79.0
𓆛 𓆜 𓆝 𓆞 𓆟 𓆡,94,91.0,88.0,83.0,86.0,79.0,84.0,83.0,NaN,83.0,NaN
양또,93,91.0,91.0,84.0,82.0,84.0,84.0,78.0,NaN,73.0,74.0
정다은,93,93.0,85.0,82.0,80.0,89.0,73.0,NaN,73.0,82.0,79.0
Joopiter,91,91.0,90.0,78.0,76.0,89.0,NaN,92.0,NaN,79.0,84.0
yellny,94,84.0,89.0,81.0,87.0,69.0,89.0,88.0,NaN,NaN,NaN
서승한,89,92.0,89.0,77.0,76.0,90.0,NaN,88.0,NaN,83.0,86.0
형광우,91,94.0,90.0,81.0,82.0,87.0,79.0,83.0,NaN,75.0,79.0
니준,92,93.0,89.0,86.0,84.0,85.0,78.0,77.0,NaN,77.0,80.0
박랄프,91,94.0,89.0,83.0,83.0,89.0,NaN,75.0,NaN,82.0,79.0
유니,91,92.0,88.0,NaN,78.0,89.0,NaN,89.0,NaN,79.0,83.0
조슈아,94,89.0,91.0,86.0,85.0,80.0,82.0,74.0,NaN,NaN,NaN
루트,91,94.0,88.0,84.0,83.0,87.0,NaN,79.0,NaN,80.0,80.0
knock_chan,94,90.0,90.0,80.0,87.0,80.0,79.0,81.0,NaN,NaN,70.0
무면,93,92.0,87.0,85.0,86.0,86.0,NaN,90.0,NaN,79.0,80.0
개소말양,94,86.0,90.0,NaN,80.0,83.0,85.0,89.0,NaN,NaN,81.0
변예찬,95,88.0,90.0,79.0,81.0,85.0,84.0,84.0,NaN,NaN,79.0
테오렐,92,93.0,87.0,84.0,83.0,88.0,77.0,74.0,NaN,82.0,82.0
덤보,94,89.0,91.0,84.0,84.0,80.0,84.0,76.0,73.0,NaN,73.0
공정민,93,90.0,90.0,84.0,88.0,86.0,NaN,84.0,77.0,NaN,NaN
전유탁,92,93.0,89.0,86.0,89.0,81.0,78.0,NaN,73.0,74.0,NaN
이준서 (ijunseo655),94,92.0,87.0,87.0,87.0,84.0,77.0,77.0,79.0,NaN,NaN
yamadonda,93,93.0,86.0,82.0,86.0,84.0,83.0,NaN,NaN,77.0,71.0
박재호,92,93.0,89.0,76.0,85.0,89.0,78.0,79.0,NaN,75.0,82.0
다해,91,92.0,90.0,80.0,77.0,89.0,NaN,87.0,NaN,76.0,83.0
이진복,94,89.0,89.0,81.0,78.0,88.0,83.0,87.0,NaN,NaN,80.0
마성의조씨들,93,88.0,89.0,NaN,NaN,86.0,87.0,76.0,NaN,NaN,NaN
서무진,92,92.0,88.0,86.0,86.0,86.0,NaN,87.0,NaN,80.0,74.0
냥냥냥,93,92.0,87.0,80.0,81.0,87.0,86.0,84.0,NaN,NaN,83.0
수진,94,91.0,89.0,85.0,87.0,81.0,85.0,NaN,74.0,71.0,70.0
버건디,94,92.0,87.0,82.0,87.0,84.0,NaN,74.0,79.0,78.0,NaN
토르아빠,93,92.0,88.0,83.0,87.0,84.0,79.0,76.0,NaN,79.0,74.0
지은링,93,91.0,91.0,NaN,NaN,86.0,85.0,81.0,NaN,NaN,78.0
gemma,95,87.0,86.0,84.0,87.0,69.0,84.0,71.0,77.0,NaN,NaN
이창진,92,93.0,85.0,87.0,83.0,88.0,NaN,81.0,NaN,83.0,80.0
다스베이더,93,92.0,88.0,80.0,85.0,87.0,79.0,78.0,NaN,76.0,78.0
june_pieces,93,92.0,90.0,84.0,81.0,87.0,78.0,77.0,NaN,79.0,80.0
조재,93,91.0,86.0,87.0,86.0,87.0,NaN,NaN,81.0,82.0,82.0
이준희,93,91.0,89.0,NaN,NaN,88.0,79.0,90.0,NaN,81.0,80.0
인서,93,91.0,90.0,86.0,78.0,85.0,NaN,84.0,NaN,81.0,77.0
송우석,93,92.0,88.0,82.0,85.0,86.0,78.0,90.0,NaN,77.0,80.0
하나둘셋✌,92,90.0,90.0,80.0,78.0,89.0,76.0,90.0,NaN,NaN,81.0
정유석,89,94.0,85.0,73.0,81.0,91.0,NaN,90.0,NaN,82.0,81.0
김한솔,93,91.0,87.0,81.0,81.0,90.0,77.0,85.0,NaN,79.0,84.0
코타,94,90.0,89.0,83.0,80.0,84.0,85.0,79.0,NaN,NaN,78.0
현팍,93,89.0,93.0,NaN,82.0,86.0,83.0,81.0,NaN,NaN,77.0
백혜빈,94,90.0,88.0,86.0,80.0,86.0,80.0,86.0,NaN,78.0,77.0
정서영,94,88.0,90.0,83.0,85.0,81.0,85.0,77.0,NaN,NaN,77.0
Rim N,94,91.0,88.0,86.0,86.0,71.0,87.0,NaN,NaN,NaN,NaN
river4,91,92.0,89.0,84.0,84.0,89.0,NaN,86.0,NaN,79.0,81.0
강지원,93,90.0,91.0,NaN,81.0,88.0,87.0,85.0,NaN,74.0,79.0
Tabial,93,92.0,89.0,85.0,87.0,82.0,78.0,NaN,NaN,73.0,72.0
장빨,94,91.0,90.0,82.0,85.0,82.0,82.0,72.0,NaN,NaN,73.0
영화봤슈,94,90.0,89.0,85.0,83.0,82.0,81.0,81.0,NaN,NaN,NaN
박순한,89,93.0,84.0,88.0,84.0,88.0,NaN,NaN,82.0,79.0,78.0
이창휘,92,94.0,83.0,81.0,77.0,89.0,71.0,NaN,73.0,82.0,78.0
HA RU,94,85.0,91.0,76.0,77.0,84.0,88.0,84.0,NaN,NaN,77.0
멍몽이,93,92.0,85.0,84.0,87.0,86.0,70.0,NaN,72.0,76.0,NaN
김마라,93,89.0,89.0,78.0,78.0,89.0,85.0,89.0,NaN,77.0,83.0
소나무,91,94.0,84.0,76.0,79.0,91.0,NaN,77.0,NaN,83.0,80.0
권승혁,90,94.0,85.0,81.0,84.0,89.0,NaN,85.0,NaN,85.0,81.0
박신의,94,90.0,89.0,85.0,85.0,88.0,76.0,NaN,82.0,NaN,80.0
강낭콩포비아,93,89.0,89.0,81.0,82.0,83.0,82.0,91.0,NaN,NaN,NaN
김호진 펠릭스,90,94.0,90.0,83.0,79.0,88.0,NaN,80.0,NaN,81.0,80.0
챠왓,94,90.0,88.0,87.0,85.0,82.0,NaN,85.0,79.0,NaN,NaN
지연희,93,90.0,91.0,86.0,81.0,86.0,84.0,85.0,NaN,NaN,83.0
영화일기장,94,91.0,92.0,83.0,84.0,83.0,80.0,74.0,NaN,74.0,74.0
임혜지,94,86.0,91.0,77.0,82.0,82.0,89.0,79.0,NaN,NaN,80.0
WatchaPedia,86,92.0,80.0,90.0,90.0,83.0,NaN,NaN,77.0,76.0,73.0
이선영,92,91.0,89.0,NaN,NaN,90.0,83.0,88.0,NaN,80.0,85.0
한이,94,91.0,90.0,86.0,86.0,82.0,NaN,81.0,NaN,77.0,77.0
장석호,90,93.0,86.0,84.0,72.0,88.0,NaN,85.0,NaN,86.0,81.0
son_ms25,91,93.0,89.0,84.0,83.0,87.0,NaN,82.0,NaN,77.0,79.0
모든영지,94,92.0,89.0,79.0,79.0,86.0,82.0,NaN,NaN,78.0,79.0
Euno,93,93.0,90.0,80.0,78.0,85.0,83.0,80.0,NaN,77.0,80.0
이소영,95,86.0,89.0,83.0,85.0,84.0,87.0,79.0,NaN,NaN,79.0
이오,92,91.0,88.0,85.0,NaN,89.0,NaN,90.0,NaN,80.0,81.0
박만복,92,93.0,86.0,89.0,85.0,85.0,NaN,NaN,80.0,82.0,77.0
손혁진,92,93.0,88.0,80.0,78.0,90.0,77.0,78.0,NaN,82.0,81.0
호잇,90,94.0,88.0,83.0,85.0,88.0,74.0,NaN,NaN,74.0,77.0
하영상,93,91.0,88.0,86.0,81.0,88.0,NaN,86.0,NaN,79.0,82.0
구자건,92,93.0,89.0,82.0,80.0,89.0,81.0,80.0,NaN,80.0,82.0
이건욱,92,92.0,90.0,79.0,NaN,89.0,77.0,83.0,NaN,80.0,82.0
윤한,94,91.0,90.0,84.0,84.0,84.0,81.0,77.0,NaN,NaN,77.0
박진우,91,92.0,91.0,80.0,78.0,89.0,NaN,86.0,NaN,81.0,81.0
Taeeun Tj Kim,91,94.0,86.0,84.0,86.0,89.0,69.0,76.0,NaN,80.0,79.0
hong,94,89.0,92.0,78.0,81.0,84.0,87.0,78.0,NaN,NaN,NaN
JJ,91,94.0,83.0,86.0,88.0,85.0,NaN,64.0,72.0,75.0,67.0
쟈니,90,89.0,89.0,89.0,78.0,80.0,79.0,NaN,80.0,NaN,74.0
honestly,95,83.0,89.0,83.0,81.0,79.0,86.0,NaN,74.0,NaN,74.0
박찬,94,90.0,88.0,85.0,83.0,82.0,83.0,80.0,NaN,NaN,77.0
이령하,89,93.0,91.0,83.0,79.0,89.0,NaN,84.0,NaN,80.0,84.0
sso,94,88.0,88.0,81.0,81.0,84.0,89.0,NaN,78.0,76.0,NaN
COSMOLOGY,93,93.0,89.0,83.0,NaN,85.0,NaN,NaN,NaN,78.0,NaN
박군,89,94.0,90.0,86.0,86.0,87.0,NaN,NaN,77.0,76.0,78.0
홍현정,93,91.0,88.0,85.0,84.0,86.0,80.0,86.0,NaN,NaN,80.0
배민수,93,92.0,82.0,85.0,92.0,74.0,54.0,NaN,75.0,75.0,NaN
서진호,91,93.0,86.0,86.0,84.0,89.0,NaN,78.0,NaN,80.0,83.0
한예주,93,91.0,90.0,81.0,81.0,84.0,88.0,NaN,NaN,74.0,78.0
Chulwoo Lee,94,91.0,89.0,86.0,85.0,80.0,83.0,NaN,74.0,75.0,73.0
수덩,94,89.0,88.0,87.0,84.0,87.0,NaN,84.0,79.0,NaN,83.0
하루언니,94,91.0,91.0,80.0,82.0,84.0,84.0,NaN,NaN,NaN,75.0
goodirector,92,93.0,89.0,85.0,88.0,86.0,78.0,NaN,68.0,73.0,77.0
한창희,91,93.0,89.0,81.0,80.0,89.0,NaN,81.0,NaN,85.0,82.0
스마일리,90,93.0,89.0,83.0,85.0,88.0,NaN,84.0,73.0,79.0,80.0
뽀미이,92,90.0,91.0,81.0,80.0,89.0,82.0,91.0,NaN,NaN,82.0
용훈,92,93.0,84.0,80.0,83.0,89.0,NaN,81.0,NaN,82.0,78.0
세인,92,93.0,89.0,82.0,76.0,90.0,75.0,82.0,NaN,81.0,83.0
유하린,95,86.0,89.0,83.0,82.0,86.0,83.0,84.0,NaN,NaN,80.0
남상우,94,92.0,88.0,80.0,82.0,86.0,78.0,NaN,NaN,NaN,76.0
may,94,91.0,90.0,79.0,83.0,86.0,84.0,78.0,NaN,NaN,76.0
정색한 뷘터씨,92,92.0,91.0,88.0,85.0,81.0,80.0,NaN,NaN,72.0,76.0
이민찬,93,93.0,87.0,NaN,86.0,86.0,NaN,86.0,NaN,NaN,82.0
Vivid GG,93,90.0,89.0,82.0,NaN,88.0,NaN,91.0,NaN,83.0,77.0
그라시아스,92,92.0,87.0,84.0,83.0,88.0,NaN,87.0,NaN,80.0,81.0
GUZO,92,93.0,88.0,85.0,84.0,87.0,73.0,73.0,NaN,83.0,79.0
준엽,92,94.0,86.0,86.0,87.0,86.0,NaN,81.0,NaN,76.0,77.0
Rimi,93,91.0,88.0,78.0,NaN,90.0,81.0,87.0,NaN,NaN,83.0
김깨깨,93,90.0,90.0,87.0,80.0,87.0,NaN,87.0,NaN,NaN,85.0
sia,94,87.0,90.0,78.0,NaN,86.0,87.0,82.0,NaN,NaN,83.0
정한진,91,93.0,90.0,85.0,81.0,86.0,NaN,84.0,NaN,79.0,79.0
양정기,93,89.0,91.0,NaN,NaN,88.0,80.0,89.0,NaN,78.0,83.0
박영영재,92,94.0,89.0,82.0,85.0,86.0,71.0,NaN,NaN,79.0,75.0
애죄죄,91,89.0,90.0,NaN,NaN,90.0,73.0,92.0,NaN,78.0,84.0
뽕주루,92,92.0,89.0,84.0,83.0,89.0,NaN,90.0,NaN,81.0,83.0
예샘스미스,91,94.0,87.0,86.0,85.0,88.0,71.0,NaN,71.0,80.0,79.0
고희준,90,94.0,87.0,84.0,85.0,88.0,NaN,80.0,NaN,80.0,73.0
Edith,94,91.0,90.0,83.0,83.0,86.0,83.0,NaN,NaN,75.0,78.0
신효주,92,89.0,93.0,80.0,79.0,86.0,83.0,89.0,NaN,NaN,82.0
장민규,94,92.0,85.0,83.0,83.0,87.0,81.0,NaN,NaN,76.0,78.0
한민호,94,93.0,83.0,82.0,84.0,80.0,81.0,NaN,NaN,NaN,NaN
박인재,94,91.0,89.0,83.0,86.0,83.0,80.0,80.0,NaN,75.0,76.0
팜므파탈캣💜,94,90.0,91.0,83.0,81.0,84.0,80.0,90.0,NaN,NaN,81.0
박연수,92,92.0,91.0,79.0,79.0,87.0,82.0,87.0,NaN,NaN,80.0
현진,94,89.0,89.0,80.0,80.0,84.0,86.0,NaN,NaN,NaN,77.0
콯콛,95,86.0,91.0,78.0,80.0,82.0,84.0,NaN,NaN,NaN,73.0
왓ㅊ,90,94.0,90.0,83.0,82.0,88.0,NaN,82.0,NaN,77.0,80.0
정선은,94,90.0,91.0,78.0,80.0,84.0,85.0,79.0,NaN,NaN,NaN
월요일 좋아,93,92.0,85.0,86.0,88.0,84.0,NaN,NaN,73.0,81.0,NaN
치킨너겟지,92,89.0,92.0,81.0,NaN,88.0,81.0,90.0,NaN,76.0,82.0
한예준,94,88.0,90.0,79.0,79.0,87.0,NaN,91.0,NaN,NaN,81.0
블론디,89,95.0,88.0,80.0,88.0,84.0,77.0,NaN,NaN,72.0,70.0
유영,94,87.0,91.0,82.0,82.0,86.0,NaN,90.0,NaN,NaN,80.0
saso,93,92.0,86.0,83.0,81.0,87.0,83.0,80.0,NaN,78.0,80.0
율 리,94,89.0,89.0,81.0,82.0,88.0,83.0,90.0,NaN,NaN,80.0
미잘,95,91.0,90.0,74.0,85.0,80.0,84.0,NaN,72.0,NaN,73.0
손형진,93,91.0,85.0,87.0,79.0,86.0,NaN,NaN,NaN,82.0,77.0
yeeee🍎,88,89.0,91.0,71.0,73.0,90.0,NaN,92.0,NaN,74.0,81.0
송희,93,90.0,90.0,81.0,81.0,88.0,87.0,82.0,NaN,NaN,83.0
Hyeongju,92,92.0,87.0,84.0,83.0,88.0,NaN,75.0,NaN,80.0,80.0
그날의기억,91,93.0,88.0,85.0,75.0,89.0,NaN,NaN,70.0,85.0,80.0
김토마,95,80.0,91.0,71.0,80.0,74.0,89.0,80.0,NaN,NaN,NaN
최희중,94,91.0,88.0,79.0,79.0,88.0,81.0,85.0,NaN,77.0,83.0
강소현,91,92.0,89.0,86.0,82.0,88.0,NaN,90.0,NaN,81.0,82.0
박종훈,95,88.0,89.0,79.0,87.0,76.0,86.0,NaN,NaN,66.0,NaN
나옹,95,81.0,90.0,76.0,83.0,80.0,86.0,NaN,NaN,NaN,76.0
Shimbastic,91,94.0,87.0,85.0,84.0,87.0,71.0,80.0,NaN,78.0,79.0
공경옥,92,92.0,87.0,78.0,82.0,90.0,78.0,86.0,NaN,78.0,84.0
한승태,92,93.0,90.0,86.0,84.0,85.0,NaN,79.0,NaN,76.0,77.0
차은,91,93.0,87.0,88.0,88.0,87.0,NaN,78.0,79.0,80.0,NaN
시니컬킴,92,93.0,84.0,88.0,89.0,84.0,72.0,NaN,74.0,78.0,69.0
박제현,90,94.0,82.0,79.0,81.0,90.0,NaN,75.0,NaN,84.0,78.0
임임,90,88.0,91.0,NaN,NaN,89.0,76.0,91.0,NaN,NaN,82.0
HJL,92,93.0,85.0,85.0,82.0,88.0,81.0,76.0,NaN,83.0,79.0
21,95,88.0,90.0,NaN,73.0,84.0,88.0,84.0,NaN,NaN,73.0
고상진,90,94.0,87.0,82.0,82.0,89.0,NaN,89.0,NaN,85.0,82.0
늘픔,94,92.0,87.0,85.0,87.0,85.0,76.0,NaN,76.0,79.0,72.0
Sun YOON,94,90.0,89.0,85.0,85.0,73.0,85.0,NaN,NaN,NaN,NaN
봉남,93,91.0,91.0,NaN,77.0,88.0,81.0,82.0,NaN,76.0,79.0
인간,94,92.0,87.0,85.0,83.0,86.0,NaN,85.0,NaN,81.0,77.0
서준,94,89.0,87.0,NaN,84.0,87.0,87.0,NaN,NaN,79.0,78.0
유유리,91,93.0,91.0,85.0,82.0,87.0,79.0,NaN,NaN,NaN,77.0
bachgram,93,92.0,89.0,84.0,84.0,83.0,83.0,74.0,NaN,NaN,72.0
사이코는못말려,94,91.0,88.0,83.0,82.0,86.0,82.0,82.0,NaN,82.0,78.0
태양계,93,93.0,86.0,85.0,86.0,86.0,80.0,74.0,NaN,72.0,NaN
백승재,92,92.0,87.0,84.0,88.0,89.0,NaN,83.0,87.0,NaN,75.0
시가렛,94,92.0,88.0,84.0,84.0,81.0,87.0,NaN,NaN,77.0,72.0
남연수,94,87.0,88.0,NaN,76.0,87.0,89.0,75.0,NaN,NaN,84.0
용지현,86,94.0,91.0,80.0,80.0,89.0,NaN,86.0,NaN,77.0,83.0
화사_영화로운밤,91,93.0,82.0,86.0,80.0,89.0,NaN,79.0,NaN,81.0,82.0
찌꼬꽁,90,94.0,85.0,85.0,81.0,90.0,NaN,73.0,NaN,83.0,80.0
고라니,94,91.0,90.0,88.0,86.0,78.0,76.0,NaN,80.0,74.0,NaN
Seo in,91,93.0,87.0,83.0,81.0,90.0,80.0,84.0,NaN,83.0,82.0
JK,95,90.0,90.0,82.0,79.0,87.0,NaN,NaN,NaN,74.0,77.0
데이비드,90,94.0,89.0,81.0,83.0,89.0,NaN,67.0,NaN,81.0,80.0
정웅기,85,92.0,83.0,73.0,NaN,91.0,NaN,93.0,NaN,83.0,85.0
채리,94,88.0,90.0,81.0,83.0,80.0,86.0,82.0,NaN,81.0,NaN
칙촉,90,94.0,84.0,88.0,84.0,87.0,NaN,NaN,76.0,81.0,79.0
샬롯데시네마,94,90.0,89.0,79.0,85.0,87.0,81.0,85.0,NaN,NaN,81.0
nthg,93,93.0,88.0,83.0,85.0,88.0,76.0,NaN,NaN,85.0,67.0
안양빡빠기박상율,94,92.0,88.0,81.0,87.0,84.0,NaN,80.0,NaN,NaN,NaN
충정지애,95,90.0,88.0,84.0,83.0,81.0,82.0,78.0,NaN,NaN,NaN
나균뷘,94,90.0,89.0,84.0,83.0,82.0,83.0,73.0,72.0,NaN,NaN
이재환,89,94.0,86.0,72.0,74.0,90.0,NaN,87.0,NaN,83.0,82.0
김도연,94,87.0,90.0,85.0,NaN,85.0,88.0,80.0,NaN,NaN,79.0
하늘하늘,94,87.0,89.0,85.0,NaN,88.0,86.0,90.0,79.0,NaN,84.0
Keep,91,94.0,84.0,87.0,85.0,85.0,NaN,88.0,NaN,80.0,79.0
박원준,91,93.0,88.0,87.0,86.0,85.0,NaN,75.0,NaN,77.0,77.0
박신애,93,92.0,89.0,81.0,77.0,86.0,83.0,85.0,NaN,76.0,77.0
곽아영,94,90.0,91.0,85.0,83.0,84.0,82.0,NaN,NaN,75.0,76.0
황금,94,91.0,86.0,86.0,86.0,84.0,82.0,NaN,NaN,77.0,76.0
수연,94,87.0,91.0,84.0,80.0,81.0,88.0,77.0,NaN,NaN,76.0
Moon,94,89.0,91.0,81.0,78.0,85.0,88.0,77.0,NaN,NaN,79.0
노란,94,91.0,92.0,81.0,81.0,84.0,84.0,76.0,NaN,NaN,78.0
문찬웅,94,90.0,90.0,84.0,87.0,77.0,76.0,78.0,NaN,73.0,78.0
박현정,94,88.0,91.0,80.0,80.0,80.0,85.0,NaN,NaN,NaN,74.0
LJH,90,94.0,89.0,85.0,84.0,87.0,73.0,NaN,NaN,80.0,79.0
얕고넓게내취향나도모름,91,92.0,90.0,NaN,81.0,89.0,80.0,88.0,NaN,76.0,82.0
김진우,92,93.0,89.0,82.0,77.0,88.0,79.0,75.0,NaN,82.0,79.0
성은,93,91.0,88.0,75.0,NaN,89.0,85.0,86.0,NaN,79.0,83.0
농락하는말뚝이,91,93.0,85.0,84.0,82.0,90.0,NaN,86.0,NaN,82.0,80.0
최성준,93,91.0,88.0,82.0,84.0,87.0,81.0,NaN,NaN,77.0,79.0
서피코,94,90.0,91.0,81.0,86.0,83.0,79.0,81.0,NaN,NaN,74.0
olje,93,93.0,84.0,76.0,79.0,88.0,84.0,81.0,NaN,81.0,84.0
Pumpkin-,89,91.0,90.0,79.0,NaN,90.0,NaN,92.0,NaN,77.0,83.0
Alphonse,93,91.0,90.0,79.0,77.0,87.0,81.0,85.0,NaN,NaN,82.0
백지현,92,90.0,88.0,88.0,86.0,86.0,NaN,83.0,85.0,NaN,78.0
mooon91,92,92.0,90.0,86.0,86.0,85.0,NaN,82.0,NaN,78.0,75.0
고기500g,94,92.0,87.0,86.0,88.0,85.0,80.0,NaN,79.0,81.0,NaN
장우혁,92,93.0,90.0,80.0,83.0,87.0,NaN,84.0,NaN,80.0,80.0
서원도,91,93.0,88.0,85.0,84.0,87.0,NaN,81.0,NaN,80.0,79.0
털이,93,93.0,87.0,84.0,88.0,85.0,73.0,NaN,NaN,74.0,75.0
제훈,93,92.0,90.0,79.0,80.0,88.0,83.0,75.0,NaN,81.0,80.0
정강언,90,93.0,83.0,76.0,77.0,91.0,NaN,83.0,NaN,82.0,81.0
Ken Sehyun Cho,94,91.0,88.0,81.0,89.0,75.0,78.0,NaN,NaN,63.0,69.0
박스타,91,93.0,88.0,88.0,87.0,87.0,70.0,NaN,77.0,82.0,NaN
zzihyun,91,91.0,89.0,76.0,78.0,91.0,NaN,82.0,NaN,83.0,84.0
Flicker,92,89.0,93.0,86.0,83.0,78.0,73.0,NaN,77.0,NaN,NaN
강하준,92,93.0,84.0,83.0,89.0,88.0,NaN,NaN,76.0,81.0,73.0
트루킹 조프리,92,93.0,83.0,84.0,83.0,89.0,74.0,79.0,NaN,80.0,81.0
온니,92,90.0,90.0,87.0,83.0,88.0,NaN,86.0,NaN,NaN,80.0
침착맨,94,85.0,79.0,NaN,NaN,93.0,77.0,81.0,78.0,NaN,86.0
엄호선,94,91.0,91.0,86.0,86.0,66.0,79.0,NaN,NaN,NaN,65.0
lord have mercy,92,92.0,90.0,86.0,85.0,85.0,NaN,75.0,NaN,79.0,79.0
210220,92,93.0,77.0,85.0,89.0,89.0,77.0,NaN,73.0,76.0,NaN
찬영,93,92.0,87.0,85.0,82.0,87.0,72.0,83.0,NaN,80.0,78.0
언덕,92,92.0,92.0,84.0,83.0,85.0,82.0,83.0,NaN,NaN,NaN
송이안,93,94.0,85.0,82.0,88.0,83.0,NaN,NaN,72.0,76.0,NaN
김규민,94,90.0,86.0,86.0,89.0,85.0,80.0,NaN,81.0,72.0,77.0
이재혁,93,89.0,91.0,82.0,87.0,76.0,NaN,69.0,70.0,NaN,72.0
모래시계,94,93.0,88.0,NaN,87.0,83.0,83.0,78.0,NaN,77.0,82.0
재미우선주의,90,94.0,89.0,83.0,83.0,88.0,71.0,82.0,NaN,79.0,82.0
무비라이프,91,93.0,89.0,88.0,86.0,85.0,NaN,NaN,75.0,80.0,79.0
헐리우드영화인생28년,94,91.0,90.0,87.0,86.0,76.0,82.0,NaN,NaN,NaN,69.0
전현수,94,90.0,88.0,79.0,82.0,89.0,NaN,90.0,NaN,NaN,82.0
김민구,92,93.0,91.0,86.0,86.0,84.0,75.0,NaN,NaN,73.0,75.0
멍박사,92,93.0,86.0,77.0,83.0,91.0,NaN,83.0,NaN,82.0,81.0
K C,94,91.0,89.0,82.0,85.0,83.0,87.0,NaN,NaN,NaN,75.0
유주,93,91.0,92.0,78.0,79.0,86.0,86.0,NaN,NaN,74.0,80.0
지유,94,87.0,91.0,87.0,81.0,83.0,85.0,82.0,NaN,NaN,NaN
TERU,93,92.0,90.0,86.0,86.0,83.0,80.0,75.0,NaN,NaN,74.0
DALE,92,93.0,79.0,87.0,86.0,85.0,NaN,71.0,72.0,80.0,74.0
영화보는 정난아,93,93.0,88.0,79.0,85.0,88.0,75.0,86.0,NaN,76.0,79.0
변정호,91,92.0,92.0,NaN,78.0,89.0,80.0,83.0,NaN,78.0,80.0
안은영,93,85.0,91.0,80.0,NaN,85.0,89.0,84.0,NaN,NaN,82.0
J Kim,93,93.0,88.0,86.0,85.0,84.0,77.0,71.0,NaN,77.0,74.0
보미김,92,91.0,90.0,NaN,73.0,89.0,82.0,86.0,NaN,83.0,76.0
꿩범,93,92.0,89.0,86.0,84.0,84.0,79.0,NaN,79.0,77.0,NaN
베르무트,92,94.0,83.0,85.0,84.0,88.0,NaN,73.0,76.0,78.0,82.0
르네상스형뮤지션,95,89.0,91.0,85.0,85.0,76.0,81.0,78.0,NaN,NaN,NaN
미미 ◡̈,93,90.0,91.0,85.0,83.0,85.0,82.0,83.0,NaN,NaN,81.0
KK,93,91.0,89.0,86.0,83.0,87.0,77.0,88.0,NaN,NaN,79.0
차칸수니리,93,93.0,85.0,88.0,86.0,84.0,77.0,NaN,80.0,76.0,NaN
윤민준,91,94.0,88.0,82.0,84.0,88.0,73.0,NaN,62.0,82.0,79.0
jina,94,84.0,92.0,NaN,76.0,78.0,89.0,80.0,NaN,NaN,74.0
J,92,92.0,90.0,81.0,81.0,88.0,77.0,85.0,NaN,78.0,84.0
이종훈,92,93.0,81.0,87.0,90.0,82.0,84.0,NaN,80.0,79.0,77.0
사슴을 숨겨준 나무꾼,94,91.0,90.0,85.0,83.0,81.0,84.0,NaN,NaN,NaN,75.0
Luke Yang,92,93.0,91.0,84.0,85.0,84.0,73.0,74.0,NaN,77.0,77.0
영화 선택장애,92,93.0,87.0,86.0,83.0,88.0,76.0,78.0,NaN,78.0,78.0
영화를 좋아하는 코링,94,91.0,83.0,88.0,87.0,84.0,NaN,NaN,72.0,73.0,NaN
이지훈,93,92.0,89.0,84.0,82.0,88.0,NaN,82.0,NaN,81.0,80.0
혀니씨,93,90.0,89.0,81.0,NaN,89.0,NaN,90.0,NaN,82.0,86.0
오늘,91,93.0,89.0,NaN,NaN,90.0,84.0,78.0,NaN,82.0,81.0
김중범,92,92.0,89.0,87.0,84.0,87.0,76.0,84.0,NaN,80.0,NaN
Happy home girl,91,92.0,88.0,85.0,78.0,90.0,NaN,87.0,NaN,82.0,84.0
박찬욱,94,92.0,90.0,84.0,84.0,85.0,80.0,NaN,70.0,75.0,75.0
maroun,93,92.0,88.0,81.0,NaN,89.0,78.0,84.0,NaN,77.0,81.0
알프레도,95,89.0,80.0,83.0,88.0,78.0,79.0,NaN,81.0,72.0,NaN
HyejinKim,94,90.0,92.0,85.0,86.0,82.0,79.0,NaN,NaN,NaN,76.0
Free L,93,91.0,88.0,88.0,86.0,85.0,77.0,81.0,NaN,NaN,78.0
이승준,93,92.0,90.0,84.0,85.0,82.0,81.0,NaN,NaN,73.0,75.0
호야,91,93.0,88.0,82.0,82.0,89.0,77.0,84.0,NaN,83.0,84.0
sm,92,91.0,88.0,79.0,NaN,89.0,80.0,90.0,NaN,80.0,83.0
어둠의 전설,93,93.0,88.0,84.0,83.0,85.0,NaN,84.0,NaN,78.0,76.0
무비mania,93,93.0,86.0,85.0,83.0,86.0,80.0,NaN,NaN,77.0,74.0
조용중,91,94.0,84.0,88.0,87.0,84.0,NaN,NaN,76.0,81.0,74.0
현재,92,92.0,90.0,83.0,79.0,89.0,77.0,78.0,NaN,79.0,79.0
경민,93,91.0,91.0,84.0,83.0,85.0,83.0,NaN,NaN,76.0,78.0
