name,드라마,액션,코미디,스릴러,범죄,모험,로맨스,애니메이션,미스터리,SF,판타지
이승형,92,93.0,75.0,83.0,84.0,88.0,NaN,NaN,NaN,83.0,78.0
한탄,94,89.0,89.0,88.0,88.0,76.0,73.0,75.0,77.0,NaN,NaN
조용현,94,88.0,92.0,NaN,81.0,83.0,83.0,82.0,NaN,75.0,75.0
영영,91,91.0,89.0,76.0,75.0,90.0,NaN,92.0,NaN,78.0,84.0
강윤희,94,88.0,92.0,81.0,82.0,86.0,80.0,87.0,NaN,NaN,82.0
정영훈,86,91.0,90.0,69.0,75.0,89.0,NaN,94.0,NaN,74.0,82.0
이유나,94,91.0,88.0,88.0,84.0,85.0,80.0,82.0,78.0,NaN,78.0
진입금지,92,93.0,85.0,88.0,86.0,86.0,NaN,NaN,75.0,83.0,76.0
오징어,94,91.0,89.0,79.0,87.0,89.0,72.0,NaN,NaN,76.0,78.0
곽승현,94,87.0,90.0,86.0,84.0,77.0,86.0,76.0,76.0,NaN,NaN
Q식,89,94.0,84.0,81.0,83.0,89.0,NaN,84.0,NaN,85.0,77.0
황콩이,93,92.0,90.0,84.0,82.0,85.0,85.0,NaN,NaN,77.0,76.0
안찌찌,90,93.0,87.0,NaN,79.0,90.0,NaN,86.0,NaN,84.0,85.0
운운,92,92.0,91.0,86.0,86.0,85.0,81.0,78.0,76.0,NaN,76.0
Byung-Chan Lim,92,93.0,89.0,86.0,82.0,88.0,NaN,83.0,NaN,78.0,79.0
Won-Hyong Le,90,93.0,84.0,84.0,79.0,89.0,NaN,81.0,NaN,85.0,81.0
비디오 키드,92,93.0,90.0,87.0,85.0,82.0,NaN,80.0,NaN,71.0,75.0
710km,93,89.0,91.0,NaN,NaN,88.0,83.0,87.0,NaN,76.0,82.0
정호성(J,90,94.0,77.0,84.0,86.0,87.0,NaN,NaN,73.0,84.0,75.0
하얀얼룩말,91,94.0,85.0,89.0,87.0,82.0,NaN,NaN,72.0,74.0,74.0
밀덕이,92,93.0,87.0,86.0,81.0,87.0,79.0,84.0,NaN,83.0,82.0
신우혁,94,91.0,89.0,86.0,80.0,86.0,NaN,77.0,81.0,NaN,84.0
JS,93,92.0,89.0,83.0,81.0,87.0,79.0,79.0,NaN,NaN,80.0
H2O,91,91.0,90.0,77.0,NaN,90.0,78.0,90.0,NaN,79.0,83.0
정원국,92,93.0,91.0,75.0,86.0,84.0,57.0,NaN,NaN,73.0,60.0
보랴미,94,91.0,89.0,79.0,83.0,87.0,87.0,NaN,NaN,73.0,78.0
이주아,95,87.0,90.0,81.0,84.0,81.0,84.0,84.0,NaN,NaN,72.0
jeeyoung lee,92,92.0,89.0,86.0,82.0,87.0,81.0,78.0,NaN,NaN,79.0
Johan Cruyff🏆,94,92.0,88.0,83.0,86.0,87.0,78.0,NaN,NaN,76.0,76.0
애린,93,91.0,90.0,84.0,82.0,87.0,77.0,86.0,NaN,81.0,80.0
jason,94,91.0,91.0,79.0,86.0,79.0,82.0,NaN,NaN,NaN,NaN
이름을 입력해 주세요,93,87.0,93.0,75.0,81.0,86.0,86.0,83.0,NaN,NaN,77.0
지우,94,86.0,92.0,81.0,81.0,85.0,85.0,84.0,NaN,NaN,73.0
김예림,92,92.0,91.0,82.0,78.0,88.0,79.0,90.0,NaN,NaN,81.0
Lillyu,94,90.0,90.0,83.0,81.0,84.0,87.0,NaN,NaN,NaN,76.0
INK,94,90.0,90.0,81.0,82.0,86.0,82.0,80.0,NaN,NaN,76.0
euna,92,90.0,93.0,87.0,81.0,84.0,78.0,NaN,NaN,NaN,78.0
강지인,94,89.0,88.0,85.0,82.0,85.0,87.0,NaN,79.0,81.0,75.0
맛스타,94,92.0,88.0,87.0,86.0,79.0,82.0,NaN,NaN,74.0,72.0
세이라,93,92.0,90.0,82.0,83.0,88.0,81.0,81.0,NaN,78.0,81.0
영화나,94,91.0,88.0,83.0,84.0,85.0,84.0,74.0,NaN,75.0,77.0
김민규,91,94.0,82.0,83.0,80.0,88.0,NaN,NaN,65.0,86.0,71.0
MovieStroy02,92,95.0,69.0,68.0,87.0,87.0,NaN,75.0,NaN,71.0,76.0
성길,85,93.0,86.0,70.0,65.0,92.0,NaN,90.0,NaN,84.0,83.0
domingo,93,92.0,92.0,82.0,83.0,85.0,80.0,77.0,NaN,NaN,77.0
김현정,95,81.0,89.0,78.0,82.0,77.0,88.0,78.0,NaN,NaN,77.0
선인장,94,89.0,88.0,85.0,84.0,85.0,83.0,NaN,76.0,NaN,77.0
송은정,94,65.0,79.0,88.0,94.0,57.0,64.0,71.0,83.0,NaN,NaN
황승준,92,92.0,89.0,84.0,81.0,87.0,73.0,81.0,NaN,80.0,75.0
빵빵,93,91.0,88.0,87.0,85.0,86.0,NaN,NaN,79.0,78.0,77.0
휴섬,95,87.0,89.0,82.0,83.0,78.0,86.0,NaN,NaN,NaN,70.0
씨네마진혁,92,93.0,89.0,79.0,80.0,89.0,76.0,85.0,NaN,77.0,82.0
창이,93,93.0,86.0,83.0,85.0,89.0,NaN,82.0,NaN,79.0,81.0
난희,93,91.0,88.0,88.0,87.0,85.0,85.0,77.0,80.0,81.0,NaN
서신화,95,88.0,88.0,80.0,82.0,82.0,88.0,NaN,NaN,70.0,NaN
금요일에 만나요,92,92.0,87.0,86.0,86.0,87.0,NaN,82.0,NaN,80.0,77.0
이브,95,88.0,89.0,80.0,81.0,86.0,83.0,83.0,NaN,NaN,79.0
이예진,93,90.0,91.0,77.0,NaN,88.0,87.0,84.0,NaN,NaN,81.0
박은율,94,85.0,90.0,86.0,NaN,83.0,87.0,83.0,81.0,NaN,81.0
김PD,94,91.0,91.0,83.0,84.0,83.0,82.0,79.0,NaN,NaN,77.0
스헤,94,90.0,92.0,80.0,79.0,84.0,85.0,80.0,NaN,NaN,79.0
이재성,94,89.0,88.0,74.0,90.0,80.0,85.0,84.0,NaN,NaN,67.0
이진석,91,93.0,85.0,87.0,86.0,87.0,NaN,77.0,NaN,78.0,78.0
체지노,92,92.0,89.0,82.0,83.0,89.0,NaN,84.0,NaN,79.0,78.0
윤보영,93,89.0,92.0,NaN,76.0,87.0,84.0,85.0,NaN,NaN,79.0
임수종,91,92.0,88.0,88.0,78.0,88.0,NaN,77.0,79.0,86.0,NaN
강성민,93,92.0,89.0,85.0,89.0,81.0,79.0,71.0,NaN,71.0,72.0
축꾸공,92,93.0,87.0,80.0,82.0,89.0,NaN,88.0,NaN,83.0,81.0
거북이,92,92.0,87.0,82.0,84.0,89.0,NaN,86.0,NaN,78.0,80.0
MOVIE매니A,94,92.0,90.0,86.0,84.0,84.0,80.0,81.0,NaN,78.0,NaN
신정범,92,93.0,89.0,84.0,85.0,88.0,78.0,79.0,NaN,81.0,82.0
주원기,92,93.0,86.0,71.0,88.0,87.0,89.0,NaN,NaN,82.0,77.0
이도훈,91,94.0,86.0,80.0,81.0,90.0,NaN,76.0,NaN,83.0,81.0
여선구,93,89.0,92.0,83.0,81.0,86.0,79.0,91.0,NaN,NaN,81.0
김진배,91,93.0,90.0,80.0,85.0,89.0,NaN,79.0,NaN,80.0,81.0
최시환,91,93.0,90.0,87.0,85.0,85.0,NaN,73.0,NaN,79.0,78.0
박현수,92,93.0,85.0,NaN,78.0,90.0,79.0,87.0,NaN,82.0,83.0
박린킨,91,92.0,87.0,85.0,80.0,89.0,NaN,85.0,NaN,83.0,84.0
신입니다만,90,93.0,87.0,81.0,77.0,91.0,NaN,92.0,NaN,75.0,82.0
송오륜,93,92.0,90.0,86.0,87.0,80.0,82.0,72.0,NaN,74.0,NaN
주우,94,87.0,91.0,NaN,77.0,87.0,85.0,88.0,NaN,NaN,81.0
아무개,93,91.0,90.0,87.0,82.0,87.0,75.0,NaN,NaN,82.0,78.0
니은,93,92.0,90.0,83.0,81.0,87.0,81.0,81.0,NaN,NaN,78.0
장혜림,93,89.0,93.0,82.0,81.0,84.0,82.0,NaN,NaN,NaN,79.0
초밥학살자,91,93.0,85.0,86.0,85.0,89.0,NaN,85.0,NaN,80.0,82.0
타크마,91,94.0,87.0,83.0,84.0,87.0,75.0,83.0,NaN,78.0,79.0
휘리릭,91,91.0,91.0,77.0,NaN,90.0,82.0,90.0,NaN,78.0,83.0
카레엄마,93,89.0,92.0,83.0,82.0,85.0,84.0,84.0,NaN,NaN,80.0
조현서,95,89.0,89.0,83.0,82.0,83.0,82.0,80.0,74.0,NaN,75.0
박마꽁,92,92.0,91.0,82.0,78.0,87.0,84.0,NaN,NaN,76.0,80.0
Francoreen,91,93.0,91.0,78.0,80.0,89.0,NaN,87.0,NaN,79.0,81.0
한서욱,93,92.0,90.0,85.0,86.0,81.0,80.0,NaN,NaN,73.0,72.0
오종택,93,93.0,85.0,82.0,81.0,87.0,76.0,85.0,NaN,84.0,78.0
여리,94,91.0,91.0,84.0,84.0,77.0,86.0,NaN,NaN,NaN,72.0
동준왕자,92,90.0,89.0,88.0,87.0,86.0,81.0,87.0,85.0,NaN,81.0
김수현,92,94.0,87.0,83.0,86.0,86.0,74.0,NaN,NaN,78.0,NaN
IjinJoo,93,92.0,86.0,86.0,82.0,86.0,NaN,86.0,76.0,83.0,NaN
글로카,92,93.0,87.0,78.0,76.0,89.0,79.0,87.0,NaN,84.0,80.0
이자연,95,87.0,88.0,80.0,NaN,84.0,86.0,81.0,NaN,NaN,81.0
김환,93,91.0,88.0,82.0,83.0,87.0,75.0,91.0,NaN,79.0,79.0
청비,94,90.0,90.0,85.0,86.0,81.0,80.0,84.0,NaN,NaN,74.0
Skipper,91,94.0,78.0,83.0,84.0,89.0,NaN,76.0,NaN,83.0,77.0
박경민,89,93.0,84.0,89.0,79.0,87.0,NaN,NaN,75.0,82.0,76.0
잘 모르는 관우,92,93.0,91.0,82.0,82.0,87.0,74.0,77.0,NaN,79.0,77.0
전주은,93,91.0,89.0,79.0,79.0,89.0,80.0,83.0,NaN,NaN,83.0
강규환,88,93.0,87.0,74.0,82.0,90.0,NaN,91.0,NaN,84.0,82.0
의식의흐름,94,92.0,88.0,83.0,86.0,85.0,77.0,78.0,NaN,82.0,NaN
DRken Jang,93,92.0,90.0,86.0,84.0,81.0,82.0,73.0,NaN,NaN,NaN
전재모,91,94.0,89.0,86.0,88.0,84.0,NaN,76.0,74.0,79.0,76.0
YISO,95,85.0,93.0,82.0,81.0,72.0,82.0,84.0,80.0,NaN,NaN
창문너머호수,92,93.0,86.0,85.0,86.0,87.0,NaN,82.0,NaN,82.0,79.0
M_O_V_E_I,93,91.0,89.0,82.0,83.0,87.0,79.0,89.0,NaN,NaN,79.0
달리자,93,92.0,91.0,85.0,84.0,81.0,81.0,NaN,NaN,69.0,75.0
심현보,91,93.0,75.0,84.0,87.0,89.0,NaN,87.0,NaN,82.0,81.0
뭉뭉,94,90.0,83.0,86.0,89.0,81.0,79.0,NaN,79.0,73.0,NaN
잼민쓰,93,92.0,81.0,87.0,91.0,65.0,71.0,NaN,79.0,72.0,67.0
김봉준,94,93.0,83.0,72.0,NaN,89.0,77.0,NaN,NaN,76.0,73.0
코사리코사리사,91,93.0,90.0,86.0,83.0,87.0,NaN,NaN,76.0,80.0,76.0
Rebekah,93,91.0,87.0,87.0,83.0,87.0,NaN,85.0,NaN,80.0,80.0
Chan,93,92.0,88.0,82.0,85.0,86.0,NaN,84.0,73.0,78.0,71.0
nK,90,94.0,86.0,86.0,84.0,88.0,NaN,83.0,NaN,80.0,81.0
븅찬이,90,94.0,79.0,87.0,84.0,87.0,NaN,NaN,71.0,82.0,76.0
꼬았,93,90.0,89.0,83.0,83.0,87.0,NaN,87.0,NaN,78.0,79.0
한승,90,94.0,86.0,80.0,82.0,90.0,NaN,80.0,NaN,81.0,81.0
mnmn,94,87.0,90.0,NaN,81.0,85.0,86.0,83.0,NaN,NaN,79.0
란란,91,90.0,93.0,NaN,NaN,86.0,82.0,NaN,NaN,NaN,84.0
왕관,93,93.0,90.0,78.0,87.0,85.0,74.0,NaN,78.0,80.0,NaN
논리왕,92,92.0,80.0,85.0,84.0,89.0,NaN,86.0,NaN,77.0,85.0
지난,92,93.0,85.0,79.0,84.0,89.0,NaN,87.0,NaN,79.0,78.0
바람계곡,89,94.0,84.0,87.0,85.0,86.0,NaN,73.0,74.0,82.0,NaN
이나경,94,83.0,92.0,NaN,73.0,81.0,88.0,77.0,NaN,NaN,73.0
솔의눈,94,88.0,88.0,89.0,88.0,83.0,81.0,75.0,79.0,NaN,77.0
최원혁,93,92.0,88.0,84.0,85.0,87.0,78.0,81.0,NaN,81.0,76.0
규범,93,90.0,90.0,NaN,NaN,89.0,82.0,82.0,NaN,79.0,82.0
이삭,90,93.0,93.0,73.0,75.0,87.0,NaN,84.0,NaN,76.0,81.0
좌니,91,92.0,90.0,83.0,84.0,88.0,NaN,89.0,NaN,NaN,82.0
이은서,93,89.0,91.0,84.0,84.0,86.0,84.0,79.0,NaN,NaN,80.0
신향화,92,93.0,89.0,83.0,84.0,86.0,81.0,72.0,NaN,75.0,78.0
도도,94,92.0,87.0,78.0,86.0,88.0,83.0,83.0,NaN,NaN,81.0
banana맛밀크,95,90.0,90.0,82.0,85.0,82.0,82.0,88.0,73.0,NaN,74.0
hye,95,87.0,89.0,80.0,85.0,82.0,84.0,81.0,NaN,NaN,NaN
최유음,92,82.0,91.0,NaN,NaN,86.0,80.0,93.0,NaN,NaN,82.0
해석왕 고태일,93,92.0,90.0,85.0,83.0,85.0,78.0,77.0,NaN,NaN,78.0
박수진,93,90.0,89.0,84.0,84.0,87.0,NaN,87.0,NaN,81.0,82.0
JyoungPark,93,90.0,91.0,78.0,78.0,87.0,84.0,87.0,NaN,NaN,80.0
홍준영,93,92.0,88.0,83.0,85.0,88.0,NaN,76.0,74.0,77.0,78.0
권윤정,95,83.0,91.0,78.0,80.0,75.0,89.0,NaN,NaN,NaN,NaN
이석우,92,93.0,87.0,80.0,80.0,89.0,NaN,85.0,NaN,81.0,81.0
마데카솔,93,93.0,88.0,83.0,84.0,88.0,NaN,77.0,NaN,81.0,77.0
서원석,93,92.0,90.0,84.0,87.0,80.0,83.0,71.0,NaN,NaN,NaN
주현웅,91,92.0,88.0,84.0,82.0,88.0,NaN,88.0,NaN,79.0,84.0
시윤윤,93,92.0,89.0,84.0,81.0,88.0,82.0,86.0,NaN,NaN,80.0
감자,93,92.0,87.0,84.0,85.0,87.0,NaN,81.0,NaN,81.0,79.0
S A T O R,88,94.0,77.0,81.0,83.0,89.0,NaN,NaN,77.0,87.0,79.0
소야,93,89.0,92.0,78.0,78.0,86.0,86.0,86.0,NaN,NaN,81.0
Bang인성,91,90.0,90.0,72.0,80.0,88.0,NaN,93.0,NaN,75.0,83.0
김정우,87,94.0,83.0,80.0,77.0,91.0,NaN,77.0,77.0,86.0,82.0
Sanghyun Lim,93,92.0,91.0,85.0,86.0,79.0,79.0,NaN,NaN,NaN,70.0
TGR,95,89.0,89.0,79.0,85.0,84.0,80.0,88.0,78.0,80.0,NaN
싹풀,94,84.0,91.0,85.0,84.0,NaN,88.0,88.0,NaN,NaN,NaN
Loveyouhg,94,90.0,91.0,84.0,79.0,83.0,86.0,NaN,NaN,NaN,76.0
heetai,92,93.0,88.0,83.0,83.0,87.0,NaN,86.0,NaN,77.0,77.0
김경록,92,93.0,87.0,83.0,84.0,89.0,72.0,74.0,NaN,81.0,79.0
홍이,94,92.0,88.0,86.0,82.0,85.0,77.0,84.0,NaN,NaN,78.0
nohohon,93,93.0,90.0,85.0,85.0,82.0,77.0,NaN,NaN,78.0,71.0
안창모,93,93.0,84.0,81.0,81.0,88.0,83.0,NaN,NaN,79.0,81.0
정재훈,94,91.0,90.0,79.0,80.0,88.0,78.0,85.0,NaN,NaN,84.0
ZY,94,91.0,89.0,85.0,85.0,82.0,83.0,NaN,69.0,75.0,72.0
임정수,94,88.0,89.0,78.0,82.0,85.0,86.0,78.0,NaN,NaN,NaN
HERJEAN,93,92.0,89.0,79.0,79.0,89.0,80.0,82.0,NaN,NaN,83.0
서형덕,91,91.0,91.0,81.0,84.0,89.0,NaN,90.0,74.0,NaN,83.0
wonst,91,90.0,94.0,83.0,80.0,84.0,85.0,NaN,NaN,NaN,79.0
MIM,93,93.0,86.0,77.0,91.0,83.0,91.0,73.0,NaN,83.0,72.0
홍준혁,92,93.0,89.0,84.0,85.0,86.0,79.0,NaN,NaN,80.0,78.0
이성찬,89,93.0,71.0,NaN,71.0,90.0,69.0,91.0,NaN,86.0,83.0
이안,94,91.0,89.0,84.0,87.0,71.0,73.0,NaN,76.0,NaN,NaN
엄성,93,92.0,88.0,81.0,81.0,88.0,81.0,89.0,NaN,81.0,82.0
박성영,94,91.0,90.0,81.0,84.0,82.0,82.0,NaN,70.0,75.0,72.0
박병욱,91,93.0,90.0,86.0,81.0,86.0,NaN,80.0,NaN,78.0,79.0
HuG,93,91.0,89.0,NaN,NaN,89.0,81.0,85.0,NaN,76.0,84.0
조상은,92,93.0,88.0,85.0,87.0,85.0,73.0,76.0,NaN,75.0,73.0
김유진,92,91.0,90.0,NaN,82.0,90.0,76.0,88.0,NaN,74.0,82.0
강민,89,93.0,87.0,84.0,81.0,90.0,NaN,90.0,NaN,84.0,84.0
영화파는 장돌뱅이,92,93.0,89.0,84.0,83.0,87.0,79.0,80.0,NaN,NaN,82.0
요리왕피카소,94,89.0,87.0,82.0,81.0,89.0,81.0,88.0,NaN,NaN,83.0
조조무비,92,93.0,84.0,85.0,87.0,87.0,NaN,84.0,80.0,81.0,77.0
진흥,95,80.0,90.0,87.0,85.0,NaN,83.0,NaN,73.0,NaN,NaN
유릭,91,93.0,83.0,80.0,81.0,90.0,NaN,79.0,NaN,83.0,84.0
123456789,78,94.0,79.0,79.0,NaN,91.0,NaN,84.0,NaN,86.0,86.0
조잘조잘,93,93.0,87.0,83.0,82.0,87.0,78.0,90.0,NaN,77.0,80.0
BIWON,92,93.0,88.0,78.0,79.0,89.0,77.0,84.0,NaN,83.0,82.0
イチ,94,93.0,87.0,83.0,88.0,85.0,83.0,85.0,NaN,78.0,NaN
REZIN,93,92.0,89.0,82.0,81.0,86.0,NaN,87.0,NaN,78.0,76.0
ㄴㅇㅅ,93,92.0,89.0,71.0,75.0,88.0,87.0,NaN,NaN,82.0,80.0
이지영,94,92.0,87.0,79.0,78.0,88.0,83.0,84.0,NaN,79.0,81.0
구르미,93,86.0,91.0,NaN,NaN,88.0,85.0,88.0,NaN,NaN,81.0
조정희 영화평론자,93,92.0,90.0,86.0,87.0,77.0,79.0,NaN,NaN,69.0,70.0
조재용,92,91.0,91.0,NaN,79.0,88.0,NaN,88.0,NaN,NaN,80.0
이혜원,94,87.0,91.0,85.0,84.0,77.0,85.0,NaN,NaN,NaN,NaN
최영균,93,93.0,86.0,82.0,84.0,88.0,82.0,75.0,NaN,81.0,79.0
최선호(鎔皓),93,93.0,90.0,85.0,83.0,82.0,79.0,86.0,NaN,NaN,78.0
ESFJ,94,91.0,85.0,80.0,NaN,89.0,82.0,83.0,NaN,78.0,81.0
홍해원,94,92.0,88.0,84.0,84.0,87.0,76.0,76.0,NaN,80.0,80.0
똥후니,94,92.0,88.0,82.0,86.0,87.0,83.0,NaN,73.0,78.0,77.0
노태경,92,93.0,85.0,76.0,80.0,90.0,75.0,79.0,NaN,81.0,82.0
김현민,94,91.0,90.0,84.0,86.0,77.0,83.0,NaN,73.0,NaN,NaN
김찬,89,93.0,85.0,85.0,79.0,90.0,NaN,81.0,NaN,85.0,82.0
여정원,93,92.0,89.0,83.0,84.0,87.0,80.0,76.0,NaN,75.0,77.0
이병우,90,93.0,86.0,77.0,79.0,91.0,NaN,88.0,NaN,81.0,82.0
챌챌쿨레,93,90.0,90.0,83.0,83.0,88.0,84.0,90.0,NaN,NaN,81.0
날아라도너츠,93,93.0,84.0,85.0,82.0,86.0,79.0,80.0,NaN,81.0,79.0
eels,95,84.0,91.0,83.0,84.0,75.0,86.0,75.0,75.0,NaN,NaN
김준호,90,93.0,91.0,83.0,84.0,86.0,NaN,79.0,NaN,80.0,80.0
민도준,92,93.0,90.0,84.0,86.0,86.0,81.0,NaN,NaN,80.0,76.0
Sophia,94,91.0,90.0,86.0,81.0,87.0,85.0,NaN,77.0,NaN,76.0
윤기원,90,94.0,88.0,79.0,80.0,90.0,71.0,79.0,NaN,80.0,82.0
이동석,92,93.0,90.0,83.0,84.0,87.0,78.0,84.0,NaN,75.0,79.0
Jinny,94,88.0,92.0,81.0,83.0,83.0,85.0,86.0,NaN,NaN,NaN
니니,92,88.0,90.0,84.0,83.0,88.0,79.0,91.0,NaN,NaN,83.0
ernestito,93,93.0,87.0,83.0,83.0,86.0,81.0,78.0,NaN,78.0,80.0
week,94,91.0,90.0,84.0,82.0,85.0,82.0,79.0,NaN,77.0,75.0
BONETOR,94,92.0,87.0,78.0,83.0,88.0,79.0,NaN,NaN,81.0,78.0
Joong Hyun Park,92,93.0,90.0,82.0,82.0,87.0,79.0,76.0,NaN,74.0,76.0
HYUNN,91,93.0,89.0,84.0,80.0,88.0,NaN,82.0,NaN,82.0,81.0
치즈스틱,93,92.0,90.0,78.0,81.0,87.0,82.0,NaN,NaN,77.0,79.0
김윤수,91,94.0,87.0,85.0,81.0,87.0,79.0,NaN,74.0,83.0,81.0
박채린,95,86.0,87.0,85.0,83.0,72.0,88.0,NaN,NaN,72.0,NaN
손준혁,93,92.0,90.0,78.0,87.0,88.0,NaN,87.0,NaN,76.0,80.0
Horomai,89,94.0,90.0,84.0,81.0,87.0,NaN,91.0,NaN,80.0,81.0
Nicole,95,88.0,88.0,77.0,NaN,67.0,88.0,NaN,NaN,NaN,69.0
CMKworld,93,92.0,80.0,88.0,88.0,78.0,66.0,NaN,76.0,78.0,NaN
호옹,92,94.0,84.0,84.0,84.0,87.0,NaN,NaN,70.0,81.0,77.0
이예인,92,91.0,91.0,86.0,79.0,87.0,NaN,NaN,77.0,81.0,80.0
최효준,92,93.0,91.0,82.0,82.0,87.0,80.0,81.0,NaN,76.0,80.0
우끼,90,93.0,79.0,85.0,77.0,88.0,NaN,NaN,77.0,88.0,73.0
신선우,94,91.0,88.0,84.0,86.0,84.0,79.0,NaN,NaN,74.0,76.0
이민지,94,88.0,90.0,76.0,77.0,85.0,86.0,88.0,77.0,NaN,80.0
물파스,95,85.0,91.0,80.0,84.0,82.0,82.0,84.0,NaN,NaN,NaN
후무스,88,85.0,90.0,NaN,NaN,89.0,76.0,93.0,NaN,NaN,78.0
Seooooo,93,91.0,89.0,80.0,79.0,89.0,87.0,84.0,NaN,79.0,81.0
정택준,89,93.0,86.0,78.0,73.0,91.0,NaN,90.0,NaN,85.0,84.0
그러나,94,89.0,92.0,79.0,78.0,85.0,82.0,83.0,NaN,NaN,78.0
김동현,93,93.0,88.0,82.0,84.0,84.0,81.0,NaN,NaN,76.0,81.0
PSR,94,90.0,90.0,82.0,78.0,81.0,88.0,NaN,NaN,NaN,76.0
문희의 송,93,91.0,91.0,80.0,84.0,87.0,82.0,81.0,NaN,NaN,79.0
ㅇ,94,91.0,84.0,81.0,90.0,74.0,74.0,NaN,75.0,79.0,NaN
임중경,94,89.0,89.0,86.0,85.0,78.0,NaN,NaN,79.0,77.0,76.0
천지민,91,94.0,86.0,83.0,84.0,87.0,NaN,79.0,NaN,78.0,78.0
조현우,92,93.0,87.0,85.0,83.0,87.0,NaN,78.0,74.0,81.0,79.0
택이,91,94.0,87.0,85.0,87.0,88.0,NaN,79.0,75.0,79.0,77.0
오정한,92,93.0,88.0,76.0,78.0,89.0,NaN,73.0,NaN,84.0,78.0
김준오,92,93.0,87.0,77.0,84.0,89.0,NaN,84.0,NaN,78.0,76.0
오미,93,93.0,84.0,83.0,84.0,89.0,84.0,80.0,NaN,83.0,80.0
부리부리 대마왕,91,91.0,90.0,89.0,87.0,79.0,75.0,86.0,73.0,NaN,NaN
ㅇㅈㅇ,94,89.0,92.0,NaN,76.0,82.0,88.0,88.0,NaN,NaN,75.0
semiol3,92,92.0,90.0,83.0,80.0,88.0,77.0,88.0,NaN,NaN,84.0
지선호,93,90.0,90.0,84.0,82.0,88.0,NaN,84.0,NaN,NaN,80.0
김도원,92,93.0,87.0,84.0,86.0,87.0,77.0,87.0,NaN,81.0,79.0
MinJaeLee,92,92.0,90.0,79.0,85.0,87.0,NaN,83.0,NaN,76.0,74.0
용용죽겠지,94,91.0,90.0,79.0,90.0,NaN,79.0,NaN,73.0,67.0,NaN
Lotty Kim,91,93.0,84.0,90.0,87.0,82.0,NaN,NaN,78.0,80.0,69.0
DoHwanKim,89,94.0,88.0,81.0,NaN,89.0,76.0,86.0,NaN,84.0,83.0
조우석,93,92.0,91.0,83.0,79.0,87.0,80.0,NaN,NaN,80.0,79.0
전나영,94,89.0,91.0,83.0,84.0,85.0,84.0,NaN,NaN,NaN,78.0
황호철,92,93.0,87.0,84.0,82.0,87.0,76.0,74.0,NaN,83.0,75.0
성준좌,92,93.0,87.0,76.0,80.0,90.0,NaN,86.0,NaN,81.0,82.0
불쾌한남자,92,92.0,89.0,78.0,79.0,89.0,NaN,89.0,NaN,NaN,84.0
걸어라,91,93.0,89.0,85.0,83.0,87.0,76.0,72.0,NaN,80.0,78.0
쮜수,90,94.0,90.0,84.0,86.0,87.0,NaN,NaN,71.0,80.0,76.0
hyoung,92,93.0,91.0,82.0,82.0,85.0,77.0,82.0,NaN,77.0,77.0
취미는감상,94,88.0,87.0,81.0,92.0,67.0,81.0,66.0,77.0,NaN,NaN
잠만보,94,91.0,83.0,84.0,NaN,90.0,NaN,88.0,NaN,NaN,84.0
Kinotime,93,91.0,89.0,76.0,78.0,89.0,NaN,90.0,NaN,NaN,82.0
조영환,92,94.0,87.0,85.0,82.0,86.0,79.0,NaN,NaN,79.0,77.0
마젠타,93,89.0,91.0,NaN,78.0,86.0,85.0,84.0,NaN,NaN,79.0
Sona,92,87.0,92.0,NaN,82.0,86.0,87.0,87.0,NaN,NaN,80.0
좌좌,92,93.0,89.0,81.0,80.0,89.0,82.0,79.0,NaN,NaN,82.0
밤은 짧아 걸어 아가씨야,94,90.0,88.0,87.0,84.0,86.0,NaN,87.0,NaN,NaN,77.0
드미트리,95,83.0,88.0,79.0,82.0,NaN,87.0,80.0,76.0,NaN,NaN
WonSoul,90,94.0,85.0,85.0,81.0,89.0,NaN,91.0,NaN,84.0,83.0
프로방스,93,92.0,86.0,85.0,83.0,85.0,80.0,91.0,NaN,81.0,NaN
서요,92,92.0,90.0,87.0,78.0,87.0,79.0,80.0,NaN,NaN,78.0
메이,94,91.0,87.0,84.0,84.0,84.0,87.0,84.0,76.0,NaN,79.0
이산,93,90.0,88.0,84.0,84.0,89.0,NaN,NaN,77.0,NaN,82.0
기주,94,90.0,90.0,77.0,77.0,88.0,82.0,85.0,NaN,NaN,80.0
Yeoli,93,93.0,87.0,87.0,86.0,81.0,75.0,NaN,71.0,76.0,NaN
라리,94,90.0,88.0,85.0,84.0,88.0,77.0,81.0,NaN,78.0,79.0
별빠,93,91.0,89.0,88.0,86.0,81.0,77.0,81.0,NaN,NaN,74.0
puncctum,95,84.0,91.0,80.0,84.0,75.0,84.0,80.0,NaN,NaN,NaN
Craig00se7en,91,94.0,88.0,87.0,84.0,86.0,NaN,82.0,NaN,78.0,77.0
진상명,95,88.0,89.0,84.0,82.0,82.0,85.0,84.0,NaN,78.0,NaN
코캬코캬,92,93.0,87.0,81.0,84.0,87.0,75.0,71.0,NaN,81.0,75.0
영사남,93,93.0,87.0,83.0,85.0,88.0,73.0,79.0,NaN,80.0,77.0
박성현,94,90.0,86.0,87.0,89.0,76.0,71.0,NaN,73.0,NaN,66.0
JS Park,92,93.0,87.0,82.0,84.0,88.0,NaN,83.0,NaN,80.0,78.0
떠기,93,91.0,87.0,84.0,83.0,88.0,84.0,79.0,NaN,NaN,82.0
